Year,VWRETD,VWRETX
"1947-12-27",-0.001485,-0.001485
"1947-12-29",-0.004008,-0.004146
"1947-12-30",0.008804,0.008666
"1947-12-31",0.005158,0.004982
"1948-01-02",0.004246,0.004246
"1948-01-05",-0.009071,-0.009078
"1948-01-06",-0.005940,-0.005945
"1948-01-07",0.006171,0.005898
"1948-01-08",0.005862,0.005699
"1948-01-09",-0.003485,-0.003485
"1948-01-10",0.000650,0.000650
"1948-01-12",-0.006093,-0.006116
"1948-01-13",-0.013568,-0.013795
"1948-01-14",-0.001169,-0.001262
"1948-01-15",-0.003007,-0.003088
"1948-01-16",0.000115,-0.000065
"1948-01-17",-0.000512,-0.000512
"1948-01-19",-0.012944,-0.012968
"1948-01-20",0.000501,0.000466
"1948-01-21",-0.009788,-0.009898
"1948-01-22",-0.007597,-0.007737
"1948-01-23",-0.002619,-0.002619
"1948-01-24",0.000347,0.000347
"1948-01-26",-0.001551,-0.001551
"1948-01-27",0.001693,0.001693
"1948-01-28",0.008098,0.007705
"1948-01-29",0.009993,0.009953
"1948-01-30",0.000480,0.000447
"1948-01-31",0.001049,0.001049
"1948-02-02",-0.000069,-0.000069
"1948-02-03",-0.005741,-0.005766
"1948-02-04",-0.018157,-0.018657
"1948-02-05",-0.010921,-0.011094
"1948-02-06",0.001688,0.000912
"1948-02-07",0.006280,0.006280
"1948-02-09",0.000097,-0.000198
"1948-02-10",-0.027662,-0.028999
"1948-02-11",-0.002493,-0.002747
"1948-02-13",-0.000070,-0.000140
"1948-02-14",0.001771,0.001771
"1948-02-16",0.012763,0.012720
"1948-02-17",0.002217,0.001995
"1948-02-18",-0.001457,-0.001882
"1948-02-19",-0.002248,-0.002868
"1948-02-20",-0.004278,-0.004532
"1948-02-21",0.001719,0.001719
"1948-02-24",0.001426,0.001394
"1948-02-25",0.005898,0.005085
"1948-02-26",-0.005085,-0.005443
"1948-02-27",-0.004465,-0.004571
"1948-02-28",0.005168,0.005168
"1948-03-01",0.005017,0.004953
"1948-03-02",0.005797,0.005518
"1948-03-03",0.002721,0.001957
"1948-03-04",-0.002938,-0.003459
"1948-03-05",0.001153,0.000982
"1948-03-06",0.004291,0.004291
"1948-03-08",-0.006734,-0.007159
"1948-03-09",-0.005891,-0.005982
"1948-03-10",0.004378,0.003921
"1948-03-11",-0.000231,-0.001611
"1948-03-12",0.000086,-0.000088
"1948-03-13",0.004581,0.004581
"1948-03-15",-0.000317,-0.000467
"1948-03-16",-0.016560,-0.016951
"1948-03-17",0.006904,0.006565
"1948-03-18",0.007912,0.007837
"1948-03-19",0.016296,0.016289
"1948-03-20",0.022659,0.022659
"1948-03-22",0.005086,0.005060
"1948-03-23",0.000609,0.000552
"1948-03-24",0.000289,0.000265
"1948-03-25",0.003694,0.003680
"1948-03-27",-0.001739,-0.001739
"1948-03-29",-0.000873,-0.000951
"1948-03-30",0.009680,0.009602
"1948-03-31",0.014633,0.014498
"1948-04-01",0.002238,0.002115
"1948-04-02",0.001162,0.001160
"1948-04-03",0.001094,0.001094
"1948-04-05",0.002636,0.002630
"1948-04-06",0.005017,0.004986
"1948-04-07",-0.001973,-0.002190
"1948-04-08",0.002948,0.002908
"1948-04-09",0.001089,0.001089
"1948-04-10",0.000970,0.000970
"1948-04-12",-0.001933,-0.001942
"1948-04-13",0.000164,-0.000140
"1948-04-14",0.000113,0.000059
"1948-04-15",0.008446,0.008361
"1948-04-16",0.003954,0.003794
"1948-04-17",-0.000667,-0.000667
"1948-04-19",0.005314,0.005296
"1948-04-20",-0.001023,-0.001056
"1948-04-21",0.004812,0.004613
"1948-04-22",0.008403,0.008280
"1948-04-23",0.004856,0.004856
"1948-04-24",-0.001111,-0.001111
"1948-04-26",-0.011345,-0.011345
"1948-04-27",0.001548,0.001511
"1948-04-28",0.002618,0.002532
"1948-04-29",0.000389,-0.000188
"1948-04-30",-0.001991,-0.001991
"1948-05-01",-0.002305,-0.002305
"1948-05-03",0.007178,0.007044
"1948-05-04",0.000785,0.000722
"1948-05-05",-0.005739,-0.006166
"1948-05-06",0.006495,0.006000
"1948-05-07",0.004888,0.004602
"1948-05-08",0.002559,0.002559
"1948-05-10",0.002459,0.002382
"1948-05-11",0.004478,0.003935
"1948-05-12",0.002023,0.001098
"1948-05-13",0.006234,0.006100
"1948-05-14",0.021050,0.020952
"1948-05-15",0.009442,0.009442
"1948-05-17",0.003757,0.003737
"1948-05-18",-0.009796,-0.009922
"1948-05-19",0.001929,0.001655
"1948-05-20",0.008117,0.007553
"1948-05-21",0.003172,0.002889
"1948-05-22",0.001694,0.001694
"1948-05-24",-0.001229,-0.001287
"1948-05-25",-0.003746,-0.003797
"1948-05-26",0.008599,0.008322
"1948-05-27",-0.001161,-0.001981
"1948-05-28",0.001591,0.001498
"1948-06-01",0.001711,0.001679
"1948-06-02",0.002131,0.001249
"1948-06-03",-0.003191,-0.003568
"1948-06-04",-0.007520,-0.007765
"1948-06-07",-0.002753,-0.002798
"1948-06-08",0.015381,0.015044
"1948-06-09",0.005288,0.005037
"1948-06-10",0.001167,0.000935
"1948-06-11",0.001875,0.000740
"1948-06-14",0.000395,0.000190
"1948-06-15",0.003011,0.002968
"1948-06-16",-0.005061,-0.005419
"1948-06-17",-0.000965,-0.001055
"1948-06-18",-0.001932,-0.001947
"1948-06-21",-0.009062,-0.009068
"1948-06-22",-0.000606,-0.000686
"1948-06-23",0.007978,0.007804
"1948-06-24",-0.001216,-0.001240
"1948-06-25",-0.003577,-0.003594
"1948-06-28",-0.011519,-0.011644
"1948-06-29",0.003629,0.003595
"1948-06-30",0.004869,0.004457
"1948-07-01",-0.002128,-0.002239
"1948-07-02",0.007055,0.007038
"1948-07-06",0.001075,0.001055
"1948-07-07",-0.002857,-0.003074
"1948-07-08",0.000574,0.000564
"1948-07-09",0.005807,0.005798
"1948-07-12",-0.000250,-0.000263
"1948-07-13",-0.004502,-0.004721
"1948-07-14",0.001377,0.001340
"1948-07-15",-0.016258,-0.016309
"1948-07-16",-0.013921,-0.014094
"1948-07-19",-0.031974,-0.031998
"1948-07-20",0.014455,0.014425
"1948-07-21",0.005284,0.005135
"1948-07-22",0.006584,0.006458
"1948-07-23",0.003414,0.003414
"1948-07-26",-0.007213,-0.007213
"1948-07-27",0.008733,0.008733
"1948-07-28",-0.004072,-0.004221
"1948-07-29",-0.007332,-0.007421
"1948-07-30",-0.014413,-0.014434
"1948-08-02",-0.000188,-0.000631
"1948-08-03",0.001018,0.000933
"1948-08-04",0.012866,0.012359
"1948-08-05",-0.001571,-0.001826
"1948-08-06",0.001012,0.000437
"1948-08-09",-0.008117,-0.008264
"1948-08-10",-0.009494,-0.010222
"1948-08-11",-0.007330,-0.007905
"1948-08-12",0.003575,0.003079
"1948-08-13",-0.000197,-0.000382
"1948-08-16",0.001176,0.001031
"1948-08-17",0.010263,0.010242
"1948-08-18",0.000204,-0.000075
"1948-08-19",0.001963,0.001318
"1948-08-20",0.006745,0.006740
"1948-08-23",-0.010230,-0.010353
"1948-08-24",0.003370,0.003206
"1948-08-25",-0.001589,-0.001720
"1948-08-26",0.001242,0.001096
"1948-08-27",0.005157,0.005011
"1948-08-30",-0.004430,-0.005258
"1948-08-31",-0.001362,-0.001398
"1948-09-01",0.012456,0.011696
"1948-09-02",0.006933,0.006445
"1948-09-03",-0.000415,-0.000618
"1948-09-07",0.004115,0.003739
"1948-09-08",-0.014605,-0.015230
"1948-09-09",-0.016480,-0.016593
"1948-09-10",-0.000520,-0.000614
"1948-09-13",-0.007527,-0.008792
"1948-09-14",0.007938,0.007829
"1948-09-15",-0.000647,-0.000872
"1948-09-16",0.000483,0.000253
"1948-09-17",-0.004918,-0.004985
"1948-09-20",-0.018227,-0.018241
"1948-09-21",0.006134,0.006084
"1948-09-22",0.005043,0.004771
"1948-09-23",-0.003253,-0.003276
"1948-09-24",0.001595,0.001595
"1948-09-27",-0.023110,-0.023116
"1948-09-28",0.009260,0.009085
"1948-09-29",0.009760,0.009557
"1948-09-30",-0.003472,-0.003506
"1948-10-01",0.010149,0.010022
"1948-10-02",0.005273,0.005273
"1948-10-04",0.005504,0.005486
"1948-10-05",-0.003419,-0.003429
"1948-10-06",0.003235,0.002905
"1948-10-07",0.005832,0.005672
"1948-10-08",-0.001796,-0.001796
"1948-10-09",0.000534,0.000534
"1948-10-11",-0.000445,-0.000465
"1948-10-13",0.009705,0.009370
"1948-10-14",0.003113,0.003046
"1948-10-15",-0.000689,-0.000821
"1948-10-16",0.002162,0.002162
"1948-10-18",0.002704,0.002606
"1948-10-19",0.004174,0.004143
"1948-10-20",0.004972,0.004503
"1948-10-21",0.001347,0.001096
"1948-10-22",0.013907,0.013891
"1948-10-23",0.003083,0.003083
"1948-10-25",-0.005594,-0.005601
"1948-10-26",-0.000584,-0.000584
"1948-10-27",-0.001691,-0.002063
"1948-10-28",-0.006946,-0.007201
"1948-10-29",0.002191,0.002104
"1948-10-30",0.002276,0.002276
"1948-11-01",0.008028,0.008017
"1948-11-03",-0.044426,-0.045109
"1948-11-04",0.015509,0.015197
"1948-11-05",-0.039691,-0.039794
"1948-11-06",0.003611,0.003611
"1948-11-08",0.002059,0.000242
"1948-11-09",-0.030285,-0.030727
"1948-11-10",-0.001796,-0.002941
"1948-11-12",0.004088,0.004056
"1948-11-13",0.002537,0.002537
"1948-11-15",0.011637,0.011589
"1948-11-16",0.003325,0.001718
"1948-11-17",-0.003234,-0.004128
"1948-11-18",0.002751,0.001625
"1948-11-19",0.004165,0.004106
"1948-11-20",0.001771,0.001771
"1948-11-22",-0.006178,-0.006420
"1948-11-23",-0.002383,-0.002919
"1948-11-24",-0.014931,-0.015388
"1948-11-26",-0.000262,-0.001016
"1948-11-27",-0.000501,-0.000501
"1948-11-29",-0.006916,-0.007773
"1948-11-30",-0.003008,-0.003144
"1948-12-01",0.015885,0.015218
"1948-12-02",0.003405,0.002545
"1948-12-03",0.005537,0.004664
"1948-12-04",0.008016,0.008016
"1948-12-06",0.001153,0.001028
"1948-12-07",0.000467,0.000284
"1948-12-08",-0.001624,-0.003112
"1948-12-09",-0.002783,-0.003055
"1948-12-10",0.001731,0.001565
"1948-12-11",0.007497,0.007497
"1948-12-13",-0.000505,-0.001800
"1948-12-14",-0.005010,-0.005488
"1948-12-15",-0.003461,-0.004288
"1948-12-16",-0.002258,-0.002656
"1948-12-17",0.002073,0.002066
"1948-12-18",-0.000431,-0.000431
"1948-12-20",0.000805,0.000726
"1948-12-21",-0.002095,-0.002142
"1948-12-22",0.000077,0.000016
"1948-12-23",0.001098,0.001063
"1948-12-24",0.006597,0.006589
"1948-12-27",-0.003771,-0.003784
"1948-12-28",-0.007170,-0.007197
"1948-12-29",0.011253,0.011057
"1948-12-30",0.000727,0.000555
"1948-12-31",-0.004846,-0.004846
"1949-01-03",-0.013856,-0.013987
"1949-01-04",0.004450,0.004415
"1949-01-05",0.010071,0.010014
"1949-01-06",0.020071,0.019905
"1949-01-07",0.007903,0.007831
"1949-01-08",0.000477,0.000477
"1949-01-10",-0.006931,-0.006948
"1949-01-11",0.000487,0.000389
"1949-01-12",-0.000681,-0.000990
"1949-01-13",-0.005290,-0.005380
"1949-01-14",-0.008250,-0.008309
"1949-01-15",0.002006,0.002006
"1949-01-17",0.002906,0.002900
"1949-01-18",0.002808,0.002647
"1949-01-19",0.002919,0.002863
"1949-01-20",0.004415,0.004403
"1949-01-21",-0.001395,-0.001591
"1949-01-22",0.001479,0.001479
"1949-01-24",-0.003208,-0.003208
"1949-01-25",-0.006397,-0.006400
"1949-01-26",-0.003074,-0.003303
"1949-01-27",-0.003844,-0.003896
"1949-01-28",-0.004008,-0.004196
"1949-01-29",0.001763,0.001763
"1949-01-31",-0.001364,-0.001368
"1949-02-01",0.004940,0.004905
"1949-02-02",0.001838,0.001194
"1949-02-03",-0.002380,-0.002613
"1949-02-04",-0.013092,-0.013236
"1949-02-05",-0.014643,-0.014643
"1949-02-07",-0.007222,-0.007530
"1949-02-08",-0.001406,-0.002271
"1949-02-09",0.005972,0.005633
"1949-02-10",-0.011671,-0.011963
"1949-02-11",-0.000124,-0.000654
"1949-02-14",0.001645,0.001616
"1949-02-15",0.003897,0.002840
"1949-02-16",0.005739,0.005264
"1949-02-17",0.008460,0.008213
"1949-02-18",-0.002068,-0.002219
"1949-02-19",-0.001299,-0.001299
"1949-02-21",-0.002400,-0.002436
"1949-02-23",-0.007111,-0.007962
"1949-02-24",-0.009074,-0.009955
"1949-02-25",-0.001812,-0.002256
"1949-02-26",0.004317,0.004317
"1949-02-28",0.008620,0.008577
"1949-03-01",0.005420,0.005343
"1949-03-02",-0.000201,-0.000926
"1949-03-03",-0.000464,-0.001108
"1949-03-04",0.002091,0.001873
"1949-03-05",0.008912,0.008912
"1949-03-07",0.005024,0.004828
"1949-03-08",0.003611,0.002994
"1949-03-09",-0.001604,-0.001883
"1949-03-10",0.001134,0.000883
"1949-03-11",0.009190,0.007741
"1949-03-12",0.003474,0.003474
"1949-03-14",0.000046,-0.000027
"1949-03-15",-0.006348,-0.006454
"1949-03-16",-0.003759,-0.004284
"1949-03-17",0.003879,0.003797
"1949-03-18",-0.002069,-0.002084
"1949-03-19",-0.000390,-0.000390
"1949-03-21",-0.001991,-0.002019
"1949-03-22",-0.007414,-0.007448
"1949-03-23",0.009603,0.009530
"1949-03-24",0.003756,0.003744
"1949-03-25",-0.005062,-0.005062
"1949-03-26",0.000785,0.000785
"1949-03-28",0.001046,0.001046
"1949-03-29",0.017702,0.017516
"1949-03-30",0.002729,0.002263
"1949-03-31",-0.007955,-0.007983
"1949-04-01",-0.006348,-0.006459
"1949-04-02",0.003150,0.003150
"1949-04-04",0.001130,0.001130
"1949-04-05",0.000519,0.000510
"1949-04-06",-0.002003,-0.002141
"1949-04-07",-0.002722,-0.002868
"1949-04-08",0.001735,0.001711
"1949-04-09",0.002779,0.002779
"1949-04-11",-0.002157,-0.002177
"1949-04-12",0.000940,0.000585
"1949-04-13",-0.000436,-0.000512
"1949-04-14",-0.001759,-0.001790
"1949-04-16",0.002930,0.002930
"1949-04-18",0.001083,0.000897
"1949-04-19",-0.003054,-0.003094
"1949-04-20",-0.001832,-0.002812
"1949-04-21",-0.014760,-0.014913
"1949-04-22",0.000574,0.000574
"1949-04-23",0.004003,0.004003
"1949-04-25",-0.002636,-0.002639
"1949-04-26",0.003611,0.003611
"1949-04-27",0.000551,0.000457
"1949-04-28",-0.005153,-0.005311
"1949-04-29",-0.000197,-0.000287
"1949-04-30",0.002049,0.002049
"1949-05-02",0.001519,0.001440
"1949-05-03",0.003709,0.003449
"1949-05-04",0.009630,0.009288
"1949-05-05",0.000451,0.000169
"1949-05-06",-0.003733,-0.004277
"1949-05-07",-0.000294,-0.000294
"1949-05-09",-0.002383,-0.002726
"1949-05-10",-0.001632,-0.002901
"1949-05-11",0.001613,0.001249
"1949-05-12",0.002621,0.002213
"1949-05-13",0.001136,0.001088
"1949-05-14",0.002734,0.002734
"1949-05-16",0.002400,0.002274
"1949-05-17",-0.002527,-0.002568
"1949-05-18",-0.001920,-0.002434
"1949-05-19",-0.005921,-0.006574
"1949-05-20",-0.003842,-0.003987
"1949-05-21",0.000360,0.000360
"1949-05-23",-0.008300,-0.008521
"1949-05-24",-0.005768,-0.005808
"1949-05-25",0.002646,0.002331
"1949-05-26",0.000840,0.000541
"1949-05-27",-0.001881,-0.002487
"1949-05-31",-0.020220,-0.020329
"1949-06-01",-0.002139,-0.002781
"1949-06-02",0.001125,0.000617
"1949-06-03",-0.005499,-0.005987
"1949-06-06",-0.015351,-0.015451
"1949-06-07",0.001598,0.001406
"1949-06-08",0.006800,0.005840
"1949-06-09",-0.000180,-0.000318
"1949-06-10",-0.007246,-0.007380
"1949-06-13",-0.018401,-0.019954
"1949-06-14",0.003416,0.003303
"1949-06-15",0.016818,0.016235
"1949-06-16",-0.001439,-0.001535
"1949-06-17",0.001094,0.001052
"1949-06-20",0.012099,0.012095
"1949-06-21",0.001760,0.001716
"1949-06-22",-0.000881,-0.000939
"1949-06-23",0.006227,0.006203
"1949-06-24",0.001224,0.001220
"1949-06-27",-0.000495,-0.000526
"1949-06-28",-0.008293,-0.008519
"1949-06-29",0.005766,0.005393
"1949-06-30",0.004963,0.004601
"1949-07-01",0.007144,0.007127
"1949-07-05",0.004628,0.004622
"1949-07-06",0.008765,0.008651
"1949-07-07",-0.000301,-0.000480
"1949-07-08",0.000192,0.000178
"1949-07-11",0.001095,0.001095
"1949-07-12",0.005089,0.005062
"1949-07-13",0.009993,0.009703
"1949-07-14",0.002801,0.002747
"1949-07-15",-0.002542,-0.002572
"1949-07-18",0.002921,0.002706
"1949-07-19",0.007141,0.007109
"1949-07-20",0.004094,0.003963
"1949-07-21",-0.003737,-0.003887
"1949-07-22",0.000378,0.000350
"1949-07-25",0.002897,0.002897
"1949-07-26",0.005930,0.005930
"1949-07-27",0.001319,0.001160
"1949-07-28",-0.001858,-0.001938
"1949-07-29",-0.000773,-0.000790
"1949-08-01",0.005219,0.005190
"1949-08-02",0.003283,0.003269
"1949-08-03",-0.000099,-0.000691
"1949-08-04",-0.000077,-0.000322
"1949-08-05",0.011546,0.011398
"1949-08-08",0.010771,0.009686
"1949-08-09",-0.003522,-0.004509
"1949-08-10",0.006274,0.006012
"1949-08-11",-0.002627,-0.003378
"1949-08-12",-0.002797,-0.002861
"1949-08-15",-0.002761,-0.002975
"1949-08-16",0.003583,0.003507
"1949-08-17",0.010405,0.010123
"1949-08-18",0.004175,0.003380
"1949-08-19",-0.004590,-0.004817
"1949-08-22",-0.003644,-0.003666
"1949-08-23",-0.012189,-0.012392
"1949-08-24",0.000950,0.000812
"1949-08-25",0.002601,0.002450
"1949-08-26",0.001694,0.001668
"1949-08-29",-0.006796,-0.006976
"1949-08-30",0.003888,0.003502
"1949-08-31",0.001656,0.000689
"1949-09-01",0.006954,0.006667
"1949-09-02",0.000635,0.000411
"1949-09-06",-0.001451,-0.001795
"1949-09-07",0.006426,0.005726
"1949-09-08",0.002264,0.002022
"1949-09-09",-0.001156,-0.001223
"1949-09-12",0.008383,0.008328
"1949-09-13",0.014608,0.013170
"1949-09-14",-0.000822,-0.001121
"1949-09-15",-0.005213,-0.005345
"1949-09-16",0.003044,0.002971
"1949-09-19",-0.006087,-0.006139
"1949-09-20",-0.022165,-0.022180
"1949-09-21",0.014681,0.014389
"1949-09-22",0.006110,0.006075
"1949-09-23",0.004553,0.004551
"1949-09-26",-0.002376,-0.002376
"1949-09-27",-0.007188,-0.007208
"1949-09-28",0.009087,0.008782
"1949-09-29",0.002734,0.002581
"1949-09-30",-0.000815,-0.000815
"1949-10-01",-0.004233,-0.004233
"1949-10-03",0.004840,0.004759
"1949-10-04",0.008307,0.008290
"1949-10-05",0.003963,0.003842
"1949-10-06",0.003054,0.002950
"1949-10-07",0.001202,0.001120
"1949-10-08",0.001043,0.001043
"1949-10-10",-0.001079,-0.001093
"1949-10-11",0.008372,0.008048
"1949-10-13",0.000277,0.000203
"1949-10-14",-0.002509,-0.002529
"1949-10-15",-0.000769,-0.000769
"1949-10-17",-0.009722,-0.009722
"1949-10-18",0.007862,0.007643
"1949-10-19",0.004219,0.004106
"1949-10-20",-0.001274,-0.001281
"1949-10-21",-0.000991,-0.001213
"1949-10-22",0.000452,0.000452
"1949-10-24",-0.000009,-0.000014
"1949-10-25",0.004432,0.004429
"1949-10-26",0.008500,0.008319
"1949-10-27",0.004500,0.004462
"1949-10-28",-0.005220,-0.005334
"1949-10-29",0.000286,0.000286
"1949-10-31",-0.003942,-0.003972
"1949-11-01",0.007449,0.007415
"1949-11-02",0.009102,0.008444
"1949-11-03",-0.001461,-0.001741
"1949-11-04",0.000052,-0.001538
"1949-11-05",0.001360,0.001360
"1949-11-07",-0.002001,-0.003439
"1949-11-09",-0.000768,-0.001224
"1949-11-10",-0.001089,-0.001706
"1949-11-12",-0.000036,-0.000036
"1949-11-14",-0.006738,-0.006867
"1949-11-15",-0.006360,-0.009319
"1949-11-16",0.005444,0.004983
"1949-11-17",0.007665,0.007195
"1949-11-18",0.010415,0.010291
"1949-11-19",0.002182,0.002182
"1949-11-21",-0.005687,-0.005831
"1949-11-22",0.003134,0.002581
"1949-11-23",0.001978,0.000297
"1949-11-25",-0.005381,-0.005420
"1949-11-26",0.001229,0.001229
"1949-11-28",-0.003808,-0.004306
"1949-11-29",-0.000965,-0.001849
"1949-11-30",0.002996,0.002128
"1949-12-01",0.006223,0.005408
"1949-12-02",0.009496,0.009228
"1949-12-03",0.006884,0.006884
"1949-12-05",0.001797,0.001610
"1949-12-06",-0.000971,-0.001650
"1949-12-07",0.001333,0.000194
"1949-12-08",0.001323,0.000884
"1949-12-09",-0.000104,-0.000254
"1949-12-10",0.001516,0.001516
"1949-12-12",0.005597,0.005279
"1949-12-13",0.006125,0.004670
"1949-12-14",0.003749,0.002844
"1949-12-15",0.002207,0.001974
"1949-12-16",-0.000843,-0.000963
"1949-12-17",-0.000504,-0.000504
"1949-12-19",-0.001998,-0.002031
"1949-12-20",-0.005515,-0.005585
"1949-12-21",-0.001410,-0.001448
"1949-12-22",0.008031,0.008016
"1949-12-23",0.001899,0.001897
"1949-12-27",-0.005007,-0.005016
"1949-12-28",0.005029,0.004767
"1949-12-29",0.002247,0.002081
"1949-12-30",0.004786,0.004767
"1949-12-31",-0.000780,-0.000780
"1950-01-03",-0.005862,-0.005982
"1950-01-04",0.010989,0.010860
"1950-01-05",0.004014,0.004008
"1950-01-06",0.002453,0.002308
"1950-01-07",0.006412,0.006412
"1950-01-09",0.001446,0.001385
"1950-01-10",-0.003540,-0.003561
"1950-01-11",0.004276,0.003987
"1950-01-12",-0.018150,-0.018260
"1950-01-13",-0.005146,-0.005215
"1950-01-14",0.001510,0.001510
"1950-01-16",0.001718,0.001684
"1950-01-17",0.007631,0.007599
"1950-01-18",-0.000592,-0.000817
"1950-01-19",0.001977,0.001971
"1950-01-20",0.002258,0.002244
"1950-01-21",0.001068,0.001068
"1950-01-23",-0.001786,-0.001958
"1950-01-24",-0.003126,-0.003126
"1950-01-25",-0.006002,-0.006161
"1950-01-26",0.001473,0.001434
"1950-01-27",0.003591,0.003506
"1950-01-28",0.003277,0.003277
"1950-01-30",0.006663,0.006503
"1950-01-31",0.001509,0.001505
"1950-02-01",-0.000072,-0.000335
"1950-02-02",0.009906,0.009686
"1950-02-03",0.003307,0.003116
"1950-02-04",0.002384,0.002384
"1950-02-06",-0.002341,-0.002527
"1950-02-07",-0.004112,-0.004567
"1950-02-08",0.001216,-0.000113
"1950-02-09",0.004360,0.004073
"1950-02-10",-0.002168,-0.002559
"1950-02-11",-0.000702,-0.000702
"1950-02-14",-0.006221,-0.007268
"1950-02-15",0.000945,0.000545
"1950-02-16",-0.001581,-0.001812
"1950-02-17",0.006415,0.006316
"1950-02-18",0.004384,0.004384
"1950-02-20",-0.001370,-0.001407
"1950-02-21",-0.001431,-0.001855
"1950-02-23",0.001597,0.000707
"1950-02-24",0.003505,0.003329
"1950-02-25",-0.000764,-0.000764
"1950-02-27",0.001360,0.001017
"1950-02-28",-0.003322,-0.003365
"1950-03-01",0.003431,0.002644
"1950-03-02",0.000351,0.000070
"1950-03-03",0.003614,0.003389
"1950-03-04",0.002741,0.002741
"1950-03-06",0.000665,0.000505
"1950-03-07",-0.006783,-0.007030
"1950-03-08",0.001816,0.001186
"1950-03-09",-0.006083,-0.006213
"1950-03-10",-0.000504,-0.000608
"1950-03-11",0.002676,0.002676
"1950-03-13",-0.000680,-0.002010
"1950-03-14",0.005302,0.005134
"1950-03-15",0.013047,0.012597
"1950-03-16",0.002902,0.002708
"1950-03-17",-0.001849,-0.001885
"1950-03-18",0.002031,0.002031
"1950-03-20",-0.001410,-0.001419
"1950-03-21",0.000468,0.000455
"1950-03-22",0.005687,0.005652
"1950-03-23",0.000698,0.000653
"1950-03-24",-0.000367,-0.000367
"1950-03-25",0.002828,0.002828
"1950-03-27",-0.008358,-0.008363
"1950-03-28",0.002905,0.002899
"1950-03-29",-0.003395,-0.003735
"1950-03-30",-0.009250,-0.009323
"1950-03-31",0.000452,0.000445
"1950-04-01",0.002733,0.002733
"1950-04-03",0.008710,0.008617
"1950-04-04",0.001685,0.001478
"1950-04-05",0.003477,0.003374
"1950-04-06",0.009339,0.009274
"1950-04-08",0.002601,0.002601
"1950-04-10",0.000806,0.000796
"1950-04-11",-0.005668,-0.005685
"1950-04-12",0.009669,0.009440
"1950-04-13",0.001264,0.001129
"1950-04-14",-0.001337,-0.001370
"1950-04-15",-0.004298,-0.004298
"1950-04-17",-0.000644,-0.000648
"1950-04-18",0.004121,0.003935
"1950-04-19",0.001443,0.001014
"1950-04-20",-0.006750,-0.006756
"1950-04-21",0.003469,0.003313
"1950-04-22",0.001019,0.001019
"1950-04-24",-0.007725,-0.007725
"1950-04-25",0.000140,0.000138
"1950-04-26",-0.001675,-0.001805
"1950-04-27",0.005765,0.005683
"1950-04-28",0.005992,0.005982
"1950-04-29",0.006086,0.006086
"1950-05-01",0.005692,0.005642
"1950-05-02",-0.004267,-0.004278
"1950-05-03",0.007043,0.006437
"1950-05-04",-0.005583,-0.005773
"1950-05-05",0.004318,0.004174
"1950-05-06",0.005601,0.005601
"1950-05-08",-0.000311,-0.001082
"1950-05-09",0.003699,0.002322
"1950-05-10",0.000061,-0.000136
"1950-05-11",0.002225,0.001850
"1950-05-12",-0.004082,-0.004310
"1950-05-13",0.001661,0.001661
"1950-05-15",0.001755,0.001590
"1950-05-16",0.007432,0.007380
"1950-05-17",0.004035,0.003670
"1950-05-18",0.003371,0.002661
"1950-05-19",0.006218,0.006127
"1950-05-20",0.002078,0.002078
"1950-05-22",-0.004358,-0.004502
"1950-05-23",0.003343,0.003111
"1950-05-24",-0.001189,-0.001524
"1950-05-25",-0.000251,-0.000431
"1950-05-26",-0.000072,-0.000271
"1950-05-27",-0.000471,-0.000471
"1950-05-29",0.003395,0.003014
"1950-05-31",0.002341,0.001911
"1950-06-01",-0.000881,-0.001223
"1950-06-02",0.000439,0.000202
"1950-06-05",-0.008558,-0.008693
"1950-06-06",0.007165,0.006963
"1950-06-07",0.004161,0.003201
"1950-06-08",0.008117,0.007877
"1950-06-09",0.005531,0.005451
"1950-06-12",0.004672,0.004413
"1950-06-13",-0.004986,-0.006052
"1950-06-14",-0.011109,-0.011534
"1950-06-15",-0.000070,-0.000158
"1950-06-16",0.000211,0.000177
"1950-06-19",-0.003930,-0.003981
"1950-06-20",-0.002739,-0.002755
"1950-06-21",0.008740,0.008716
"1950-06-22",0.007539,0.007486
"1950-06-23",0.000814,0.000810
"1950-06-26",-0.052899,-0.052922
"1950-06-27",-0.010249,-0.010273
"1950-06-28",0.012800,0.012400
"1950-06-29",-0.035260,-0.035318
"1950-06-30",0.013043,0.012970
"1950-07-03",-0.005508,-0.005572
"1950-07-05",0.008258,0.008054
"1950-07-06",0.006963,0.006852
"1950-07-07",-0.011224,-0.011287
"1950-07-10",-0.004732,-0.004741
"1950-07-11",-0.013975,-0.013999
"1950-07-12",-0.023632,-0.023886
"1950-07-13",-0.009805,-0.009873
"1950-07-14",0.012882,0.012850
"1950-07-17",-0.008315,-0.008315
"1950-07-18",0.022750,0.022559
"1950-07-19",0.017516,0.017488
"1950-07-20",0.014804,0.014678
"1950-07-21",0.002130,0.001978
"1950-07-24",-0.005515,-0.005515
"1950-07-25",-0.013066,-0.013068
"1950-07-26",0.003261,0.003128
"1950-07-27",0.012094,0.012056
"1950-07-28",0.008122,0.008058
"1950-07-31",0.004303,0.004298
"1950-08-01",0.007998,0.007983
"1950-08-02",-0.000364,-0.000999
"1950-08-03",0.003075,0.002852
"1950-08-04",0.005241,0.005221
"1950-08-07",0.011666,0.011473
"1950-08-08",0.001965,0.000730
